participant number,block,trial,item nr,value on left,probability on left,value on right,probability on right,chosen,RT,confidence,confidence RT
247,1,18,18,1,75,9,25,1,1406,100,830
247,1,19,19,3,60,4,75,2,1479,100,1425
247,1,20,20,4,75,9,60,1,1529,100,1057
247,1,21,21,3,60,1,40,1,1851,100,1005
247,1,22,22,7,10,9,25,2,558,100,1174
247,1,23,23,7,40,6,90,2,1438,100,950
247,1,24,24,1,75,6,90,2,741,100,1694
247,1,25,25,6,90,9,60,1,1445,100,1024
247,1,26,26,4,10,1,75,2,1137,100,1047
247,1,27,27,7,10,6,25,2,1471,100,1067
247,2,1,28,9,25,6,90,2,684,100,815
247,2,2,29,3,90,1,40,1,572,100,1044
247,2,3,30,9,60,1,40,1,1015,100,1037
247,2,4,31,4,10,1,40,2,621,100,980
247,2,5,32,1,40,3,90,2,528,100,1021
247,2,6,33,6,25,3,60,2,942,100,876
247,2,7,34,7,10,4,75,2,1216,100,985
247,2,8,35,1,40,6,90,2,834,100,1036
247,2,9,36,9,25,3,60,2,1024,100,1044
247,2,10,37,9,60,3,90,2,1719,100,1118
247,2,11,38,7,40,3,60,2,1119,100,917
247,2,12,39,1,75,4,10,1,1973,100,764
247,2,13,40,6,25,1,75,2,952,100,1101
247,2,14,41,6,90,3,60,1,849,100,937
247,2,15,42,3,60,6,90,2,707,100,877
247,2,16,43,4,75,7,40,1,895,100,807
247,2,17,44,6,90,4,10,1,651,100,813
247,2,18,45,1,75,3,60,1,1054,100,813
247,2,19,46,9,60,7,10,1,830,100,753
247,2,20,47,7,10,1,40,2,824,100,960
247,2,21,48,7,40,4,75,2,684,100,800
247,2,22,49,6,25,4,10,1,1003,100,762
247,2,23,50,3,90,4,75,1,679,100,870
247,2,24,51,7,40,4,10,1,1092,100,1060
247,2,25,52,9,25,7,10,1,1288,100,782
247,2,26,53,4,75,6,90,1,1455,0,1014
247,2,27,54,6,90,4,75,1,636,100,696
247,3,1,55,6,90,1,75,1,620,100,770
247,3,2,56,3,60,7,40,1,1074,100,1029
247,3,3,57,6,25,4,75,2,743,100,1108
247,3,4,58,1,75,7,10,1,695,100,906
247,3,5,59,9,60,6,90,2,833,100,984
247,3,6,60,3,60,1,75,2,1180,100,1425
247,3,7,61,6,90,9,25,1,732,100,1036
247,3,8,62,1,40,4,75,2,775,100,943
247,3,9,63,3,90,9,25,1,572,100,1061
247,3,10,64,3,90,9,60,1,703,100,1015
247,3,11,65,7,40,3,90,2,1053,100,1032
247,3,12,66,1,40,3,60,2,923,100,945
247,3,13,67,4,10,6,90,2,642,100,974
247,3,14,68,7,40,6,25,1,973,100,1246
247,3,15,69,4,10,9,60,2,950,100,1336
247,3,16,70,9,60,1,75,2,1787,100,1184
247,3,17,71,3,60,7,10,1,1050,100,916
247,3,18,72,9,60,7,40,1,1095,100,1107
247,3,19,73,6,90,7,40,1,695,100,1038
247,3,20,74,7,10,6,90,2,1133,100,1337
247,3,21,75,1,40,4,10,1,1075,100,943
247,3,22,76,4,10,3,60,2,899,100,1235
247,3,23,77,1,40,9,25,1,1303,100,833
247,3,24,78,4,10,7,40,2,651,100,1216
247,3,25,79,9,25,1,40,2,1060,100,1109
247,3,26,80,7,40,1,75,2,846,100,1356
247,3,27,81,3,90,7,40,1,574,100,975
247,4,1,82,4,10,9,25,2,1364,50,186
247,4,2,83,4,75,7,10,1,1071,100,778
247,4,3,84,3,90,1,75,1,600,100,982
247,4,4,85,9,25,4,10,1,837,100,864
247,4,5,86,7,40,9,60,2,475,100,992
247,4,6,87,1,75,7,40,1,876,100,725
247,4,7,88,6,90,1,40,1,616,100,851
247,4,8,89,3,60,4,10,1,655,100,862
247,4,9,90,1,75,6,25,1,1133,100,800
247,4,10,91,7,40,9,25,1,1181,100,873
247,4,11,92,3,60,9,25,1,1138,100,963
247,4,12,93,1,75,3,90,2,854,100,996
247,4,13,94,3,60,6,25,1,1000,100,902
247,4,14,95,4,10,6,25,2,781,100,1054
247,4,15,96,7,10,3,90,2,517,100,799
247,4,16,97,9,60,6,25,1,597,100,936
247,4,17,98,4,10,3,90,2,907,100,1211
247,4,18,99,7,10,1,75,2,999,100,784
247,4,19,100,9,25,7,40,2,573,100,828
247,4,20,101,6,25,7,40,2,966,100,1269
247,4,21,102,4,75,1,40,1,934,100,984
247,4,22,103,4,75,9,25,1,1083,100,917
247,4,23,104,4,75,3,90,2,1021,100,1281
247,4,24,105,6,90,7,10,1,1548,100,722
247,4,25,106,7,10,3,60,2,1568,100,935
247,4,26,107,3,90,6,25,1,1005,100,963
247,4,27,108,4,75,3,60,1,1503,100,1000
248,1,1,1,1,75,3,60,2,2304,100,1018
248,1,2,2,7,10,3,60,2,2962,82.5,795
248,1,3,3,3,90,4,75,1,2423,97.5,1182
248,1,4,4,3,60,6,25,1,1455,83.75,817
248,1,5,5,3,90,9,60,2,2501,100,990
248,1,6,6,9,25,3,60,2,2462,82.5,828
248,1,7,7,9,25,7,40,2,1897,93.75,824
248,1,8,8,7,10,3,90,2,1798,72.5,691
248,1,9,9,9,60,7,40,1,2385,100,923
248,1,10,10,6,90,1,75,1,2025,100,745
248,1,11,11,9,60,7,10,1,2235,100,970
248,1,12,12,3,90,7,40,1,1371,80,1452
248,1,13,13,6,25,7,10,1,2719,91.25,1122
248,1,14,14,3,60,4,75,2,2009,96.25,795
248,1,15,15,1,75,6,25,1,2873,72.5,1469
248,1,16,16,4,10,1,40,2,1872,73.75,700
248,1,17,17,7,40,1,75,2,2232,77.5,723
248,1,18,18,4,10,9,25,2,3232,100,809
248,1,19,19,4,75,6,90,2,1997,100,743
248,1,20,20,7,40,9,25,1,2726,78.75,1098
248,1,21,21,4,10,6,90,2,1723,100,1101
248,1,22,22,1,40,4,75,2,1743,100,1746
248,1,23,23,6,25,9,60,2,1304,100,1315
248,1,24,24,4,10,3,90,2,2008,82.5,779
248,1,25,25,1,40,3,60,2,1612,80,929
248,1,26,26,6,90,4,10,1,1499,81.25,1021
248,1,27,27,3,60,1,75,2,4168,67.5,677
248,2,1,28,1,75,4,10,1,1876,73.75,962
248,2,2,29,1,40,9,60,2,1155,100,882
248,2,3,30,6,25,3,90,2,1826,98.75,1749
248,2,4,31,1,40,4,10,1,1086,96.25,1115
248,2,5,32,7,10,6,25,2,1640,95,1080
248,2,6,33,1,75,7,40,1,1938,67.5,1149
248,2,7,34,9,25,4,10,1,2313,100,728
248,2,8,35,9,60,3,90,2,1915,82.5,637
248,2,9,36,6,25,4,10,1,1543,73.75,712
248,2,10,37,3,60,9,25,1,1893,81.25,778
248,2,11,38,9,60,6,90,2,2602,73.75,870
248,2,12,39,1,40,9,25,1,2358,35,632
248,2,13,40,6,90,7,40,1,2091,78.75,444
248,2,14,41,7,40,4,10,1,1697,70,742
248,2,15,42,3,60,1,40,1,1184,91.25,686
248,2,16,43,3,60,4,10,1,1740,81.25,746
248,2,17,44,7,10,1,75,2,1892,68.75,462
248,2,18,45,7,40,3,90,2,2079,75,512
248,2,19,46,1,75,9,25,1,1700,45,819
248,2,20,47,1,40,6,25,1,1835,70,704
248,2,21,48,6,25,4,75,2,1774,67.5,563
248,2,22,49,6,90,3,60,1,2098,100,1011
248,2,23,50,4,75,3,90,2,2065,85,571
248,2,24,51,3,60,7,40,1,4728,80,683
248,2,25,52,4,75,7,40,1,1577,80,828
248,2,26,53,6,90,1,40,1,2562,100,695
248,2,27,54,7,40,4,75,2,2110,100,1165
248,3,1,55,4,75,3,60,1,2749,100,1243
248,3,2,56,6,90,9,25,1,1200,96.25,1219
248,3,3,57,4,10,7,40,2,1328,73.75,757
248,3,4,58,4,10,3,60,2,1480,71.25,781
248,3,5,59,4,75,9,60,1,2889,36.25,1740
248,3,6,60,9,25,1,75,2,1935,77.5,1265
248,3,7,61,7,40,3,60,2,1111,55,1562
248,3,8,62,1,75,7,10,1,1508,70,747
248,3,9,63,3,60,6,90,2,1242,100,1061
248,3,10,64,1,40,3,90,2,1341,100,1011
248,3,11,65,4,75,6,25,1,1720,78.75,682
248,3,12,66,1,75,6,90,2,2386,100,1822
248,3,13,67,1,75,9,60,1,1558,36.25,1649
248,3,14,68,6,25,3,60,2,1106,61.25,610
248,3,15,69,7,10,4,75,2,1347,68.75,573
248,3,16,70,3,90,6,25,1,1623,70,596
248,3,17,71,7,40,6,25,1,2056,70,716
248,3,18,72,7,10,6,90,2,1281,70,689
248,3,19,73,7,40,9,60,2,1386,83.75,816
248,3,20,74,6,90,9,60,1,2419,73.75,602
248,3,21,75,1,40,7,10,1,1513,81.25,788
248,3,22,76,3,90,1,40,1,1729,85,1060
248,3,23,77,3,90,7,10,1,1928,83.75,1129
248,3,24,78,4,75,7,10,1,1101,87.5,1137
248,3,25,79,4,75,9,25,1,2683,75,388
248,3,26,80,4,75,1,40,1,1417,100,770
248,3,27,81,9,25,7,10,1,1704,100,716
248,4,1,82,9,25,4,75,2,1516,71.25,690
248,4,2,83,4,10,9,60,2,5424,77.5,806
248,4,3,84,3,60,7,10,1,3103,75,1925
248,4,4,85,4,10,1,75,2,1206,67.5,1513
248,4,5,86,3,90,4,10,1,1475,70,679
248,4,6,87,3,90,9,25,1,1382,71.25,604
248,4,7,88,1,40,6,90,2,1161,100,1829
248,4,8,89,7,40,6,90,2,4616,88.75,2002
248,4,9,90,1,75,3,90,2,1066,100,901
248,4,10,91,9,25,1,40,2,1712,38.75,947
248,4,11,92,3,90,1,75,1,1522,98.75,679
248,4,12,93,7,10,1,40,2,1478,71.25,660
248,4,13,94,9,60,1,40,1,1833,100,1072
248,4,14,95,4,10,6,25,2,1806,93.75,1335
248,4,15,96,6,25,1,75,1,1403,2.5,1149
248,4,16,97,9,25,6,90,2,1678,76.25,591
248,4,17,98,9,60,6,25,1,1669,100,767
248,4,18,99,6,25,1,40,2,2074,42.5,1047
248,4,19,100,7,10,9,25,2,2071,100,1035
248,4,20,101,9,60,4,10,1,1650,100,655
248,4,21,102,9,60,4,75,2,2229,36.25,644
248,4,22,103,6,90,7,10,1,1552,71.25,933
248,4,23,104,6,25,7,40,2,1558,100,1044
248,4,24,105,6,90,4,75,1,1744,100,996
248,4,25,106,9,60,1,75,2,1666,30,705
248,4,26,107,9,25,3,90,2,1996,96.25,894
248,4,27,108,7,10,9,60,2,1253,100,981
249,1,1,1,9,25,1,75,1,2449,50,0
249,1,2,2,3,60,1,40,1,1626,100,1541
249,1,3,3,4,75,1,40,1,1733,100,1072
249,1,4,4,7,10,1,75,1,3333,100,1431
249,1,5,5,6,25,3,90,2,3230,68.75,595
249,1,6,6,6,90,4,10,1,1390,93.75,996
249,1,7,7,4,75,6,25,1,2049,91.25,1307
249,1,8,8,7,40,6,90,2,1689,50,0
249,1,9,9,4,75,6,90,2,2380,98.75,832
249,1,10,10,6,90,9,25,2,1219,100,1049
249,1,11,11,1,75,9,25,2,1803,100,987
249,1,12,12,6,25,3,60,2,3511,80,982
249,1,13,13,3,90,7,10,1,2656,81.25,970
249,1,14,14,7,40,9,25,2,1289,98.75,1198
249,1,15,15,6,25,9,60,2,808,100,1131
249,1,16,16,4,75,3,60,1,1387,88.75,800
249,1,17,17,7,10,1,40,1,2392,100,868
249,1,18,18,6,90,4,75,1,991,100,981
249,1,19,19,7,10,3,60,2,2673,78.75,817
249,1,20,20,3,60,7,10,1,1365,68.75,1210
249,1,21,21,6,25,1,40,1,1238,100,760
249,1,22,22,7,10,4,75,2,1565,76.25,490
249,1,23,23,7,40,3,60,1,2092,83.75,1218
249,1,24,24,1,40,6,25,2,1537,50,414
249,1,25,25,9,60,7,40,1,969,82.5,568
249,1,26,26,4,10,3,60,2,1464,60,920
249,1,27,27,9,25,1,40,1,1101,100,1003
249,2,1,28,3,60,4,75,2,1515,96.25,772
249,2,2,29,7,10,6,25,2,1654,50,273
249,2,3,30,7,10,9,25,2,867,100,1419
249,2,4,31,9,25,7,10,1,762,100,1025
249,2,5,32,1,40,7,10,2,1585,85,1136
249,2,6,33,9,25,6,90,1,3565,73.75,653
249,2,7,34,6,90,1,75,1,1158,87.5,861
249,2,8,35,4,10,6,25,2,1788,73.75,838
249,2,9,36,9,60,4,10,1,1004,100,814
249,2,10,37,6,90,1,40,1,1655,93.75,817
249,2,11,38,6,90,7,10,1,1216,90,651
249,2,12,39,7,40,3,90,1,2125,100,751
249,2,13,40,4,10,9,60,2,1486,85,859
249,2,14,41,3,90,4,10,1,2164,77.5,436
249,2,15,42,6,25,7,10,1,1566,80,737
249,2,16,43,3,90,1,75,1,1170,73.75,615
249,2,17,44,1,75,4,10,2,2543,76.25,517
249,2,18,45,6,90,7,40,1,2242,100,1451
249,2,19,46,6,90,3,60,1,1656,100,814
249,2,20,47,1,40,4,10,2,1638,95,1251
249,2,21,48,3,60,4,10,1,2028,77.5,457
249,2,22,49,1,75,7,10,2,2143,96.25,1316
249,2,23,50,4,75,7,10,1,1613,85,523
249,2,24,51,4,10,6,90,2,1267,97.5,1364
249,2,25,52,6,25,1,75,1,1325,76.25,725
249,2,26,53,3,90,9,60,2,973,100,1379
249,2,27,54,7,10,3,90,1,1491,22.5,1417
249,3,1,55,9,25,3,60,1,2010,80,912
249,3,2,56,3,60,6,25,2,2356,81.25,1034
249,3,3,57,4,10,1,40,1,1419,85,988
249,3,4,58,7,40,4,75,1,1340,50,0
249,3,5,59,7,10,9,60,2,1067,100,1208
249,3,6,60,9,25,4,10,1,1417,100,1084
249,3,7,61,7,40,4,10,1,855,92.5,762
249,3,8,62,3,60,9,25,2,1261,93.75,1181
249,3,9,63,9,25,3,90,1,1143,88.75,592
249,3,10,64,4,75,3,90,2,2497,73.75,690
249,3,11,65,3,60,6,90,2,1586,93.75,1238
249,3,12,66,6,25,4,75,2,2818,77.5,975
249,3,13,67,1,75,3,60,2,1300,86.25,906
249,3,14,68,1,40,3,60,2,5342,18.75,1997
249,3,15,69,3,90,9,25,2,1192,78.75,2134
249,3,16,70,4,10,7,40,2,4022,76.25,1364
249,3,17,71,4,10,1,75,1,1681,67.5,678
249,3,18,72,7,40,1,75,1,967,88.75,1037
249,3,19,73,7,10,6,90,2,1043,91.25,1129
249,3,20,74,3,90,7,40,2,2009,71.25,1062
249,3,21,75,1,40,3,90,2,1715,97.5,1079
249,3,22,76,9,60,4,75,1,1660,100,1144
249,3,23,77,6,25,7,40,2,1481,100,1606
249,3,24,78,3,90,1,40,1,2382,100,808
249,3,25,79,9,60,7,10,1,1387,100,764
249,3,26,80,1,40,9,25,2,1146,100,1428
249,3,27,81,9,60,6,90,1,1918,98.75,937
249,4,1,82,9,60,3,90,1,1450,100,1494
249,4,2,83,4,10,9,25,2,1436,100,1368
249,4,3,84,3,60,7,40,2,2216,87.5,988
249,4,4,85,7,40,9,60,2,1211,100,1464
249,4,5,86,9,60,6,25,1,1014,100,1099
249,4,6,87,1,40,6,90,2,1451,100,1257
249,4,7,88,4,75,9,60,2,1143,100,1590
249,4,8,89,3,90,4,75,2,1709,100,1280
249,4,9,90,6,25,4,10,1,1151,100,1098
249,4,10,91,1,40,4,75,2,1163,81.25,1041
249,4,11,92,3,90,6,25,1,1865,90,1048
249,4,12,93,4,75,9,25,1,1920,83.75,973
249,4,13,94,1,75,6,25,2,1295,96.25,1201
249,4,14,95,6,90,9,60,2,1411,96.25,1077
249,4,15,96,1,75,9,60,2,667,92.5,1267
249,4,16,97,4,10,3,90,2,1844,90,1046
249,4,17,98,9,60,1,40,1,1060,100,866
249,4,18,99,9,60,1,75,1,897,100,905
249,4,19,100,4,75,7,40,2,1380,100,1285
249,4,20,101,1,75,7,40,2,1055,70,796
249,4,21,102,1,75,3,90,2,951,100,1452
249,4,22,103,1,40,9,60,2,698,100,1391
249,4,23,104,9,25,4,75,1,1298,52.5,268
249,4,24,105,9,25,7,40,1,878,98.75,1030
249,4,25,106,3,60,1,75,1,1037,100,1050
249,4,26,107,7,40,6,25,1,1416,100,1470
249,4,27,108,1,75,6,90,2,4279,90,1253
250,1,1,1,3,60,4,75,2,3051,100,1031
250,1,2,2,3,60,1,40,1,2459,100,1580
250,1,3,3,7,40,6,25,1,7574,100,1165
250,1,4,4,6,25,3,60,2,7063,82.5,722
250,1,5,5,9,25,3,90,2,1711,100,1009
250,1,6,6,7,40,1,75,1,3602,100,771
250,1,7,7,7,10,9,25,2,5974,100,1442
250,1,8,8,3,90,4,75,1,3033,100,974
250,1,9,9,3,60,1,75,2,2571,10,916
250,1,10,10,4,10,1,40,2,5648,71.25,518
250,1,11,11,9,60,1,40,1,2182,100,906
250,1,12,12,7,10,3,60,2,4104,100,889
250,1,13,13,6,90,4,10,1,2402,100,987
250,1,14,14,9,60,7,10,1,2536,100,753
250,1,15,15,9,25,7,40,2,3955,100,1020
250,1,16,16,7,40,9,25,1,3607,100,887
250,1,17,17,3,90,1,40,1,2211,100,1010
250,1,18,18,9,25,1,40,1,3209,100,916
250,1,19,19,3,90,4,10,1,2279,100,706
250,1,20,20,4,10,9,25,2,3377,100,1132
250,1,21,21,1,40,9,60,2,2350,100,789
250,1,22,22,9,25,3,60,1,9367,70,575
250,1,23,23,4,75,6,90,2,3012,100,1413
250,1,24,24,9,25,6,90,2,3077,100,913
250,1,25,25,4,10,3,90,2,3050,100,907
250,1,26,26,7,10,1,40,2,6559,50,558
250,1,27,27,1,75,3,60,2,3574,90,917
250,2,1,28,1,75,9,25,2,5404,100,1332
250,2,2,29,7,10,6,90,2,2616,100,1006
250,2,3,30,9,25,4,10,1,1676,100,1045
250,2,4,31,4,75,7,10,1,3335,100,974
250,2,5,32,6,25,3,90,2,4940,100,1139
250,2,6,33,6,25,9,60,2,1673,100,1014
250,2,7,34,3,90,6,25,1,3422,100,1004
250,2,8,35,6,90,9,25,1,14047,98.75,1026
250,2,9,36,7,40,3,90,2,14776,100,1219
250,2,10,37,3,90,7,10,1,6025,100,1091
250,2,11,38,9,60,7,40,1,7127,96.25,592
250,2,12,39,4,75,9,60,2,11380,100,1037
250,2,13,40,4,75,3,60,1,2383,100,721
250,2,14,41,1,75,7,10,2,2402,100,1020
250,2,15,42,4,75,9,25,1,6262,100,1088
250,2,16,43,3,90,9,60,2,6730,100,1222
250,2,17,44,9,60,6,25,1,4158,100,753
250,2,18,45,6,25,7,10,1,2044,100,995
250,2,19,46,6,90,1,75,1,1559,100,760
250,2,20,47,6,25,1,40,1,8533,100,690
250,2,21,48,7,10,4,75,2,1967,100,1003
250,2,22,49,1,40,6,25,2,2688,100,952
250,2,23,50,7,10,3,90,2,6699,100,1120
250,2,24,51,1,40,3,90,2,1708,100,695
250,2,25,52,1,75,3,90,2,1614,100,1376
250,2,26,53,1,75,4,10,1,3411,71.25,480
250,2,27,54,4,10,9,60,2,2676,100,947
250,3,1,55,6,25,4,10,1,2421,100,1165
250,3,2,56,1,75,6,25,2,3392,100,1368
250,3,3,57,3,60,7,10,1,2013,86.25,861
250,3,4,58,1,40,7,10,1,3399,100,876
250,3,5,59,3,90,9,25,1,4566,67.5,562
250,3,6,60,7,10,9,60,2,2138,100,1218
250,3,7,61,4,75,6,25,1,5128,83.75,432
250,3,8,62,3,60,9,25,2,3731,100,1028
250,3,9,63,4,75,7,40,1,4343,91.25,617
250,3,10,64,4,75,1,40,1,2160,100,1011
250,3,11,65,7,40,4,75,2,3779,91.25,581
250,3,12,66,3,60,6,90,2,2031,100,907
250,3,13,67,3,60,7,40,2,3039,100,784
250,3,14,68,4,10,1,75,2,2908,100,699
250,3,15,69,9,60,3,90,1,7887,100,984
250,3,16,70,4,10,3,60,2,14844,100,899
250,3,17,71,1,75,9,60,2,1719,100,1269
250,3,18,72,6,90,4,75,1,2670,100,785
250,3,19,73,3,60,6,25,1,3410,98.75,898
250,3,20,74,9,25,1,75,1,2874,100,716
250,3,21,75,9,25,4,75,2,4925,50,384
250,3,22,76,6,90,1,40,1,3436,98.75,756
250,3,23,77,7,40,4,10,1,15183,100,978
250,3,24,78,3,90,7,40,1,10889,85,858
250,3,25,79,3,60,4,10,1,1856,96.25,881
250,3,26,80,1,40,4,10,1,3363,76.25,544
250,3,27,81,7,40,3,60,1,4146,83.75,747
250,4,1,82,7,40,9,60,2,2997,100,771
250,4,2,83,6,25,1,75,1,2568,80,503
250,4,3,84,9,60,1,75,1,2308,97.5,597
250,4,4,85,6,90,9,60,1,3998,98.75,945
250,4,5,86,1,40,3,60,2,2914,100,876
250,4,6,87,3,90,1,75,1,2720,100,770
250,4,7,88,1,75,7,40,2,3426,85,1033
250,4,8,89,1,40,4,75,2,1849,100,854
250,4,9,90,6,90,7,40,1,2653,100,971
250,4,10,91,1,40,9,25,2,1976,100,911
250,4,11,92,1,75,6,90,2,1492,100,1060
250,4,12,93,4,10,7,40,2,1783,100,720
250,4,13,94,4,10,6,90,2,1594,100,925
250,4,14,95,1,40,6,90,2,1336,100,934
250,4,15,96,9,60,4,10,1,4228,100,781
250,4,16,97,9,60,4,75,1,4494,100,666
250,4,17,98,6,25,7,40,2,3601,98.75,1293
250,4,18,99,9,60,6,90,1,2382,100,956
250,4,19,100,6,25,4,75,2,4205,97.5,638
250,4,20,101,6,90,7,10,1,5381,100,816
250,4,21,102,6,90,3,60,1,3779,100,997
250,4,22,103,4,75,3,90,2,5072,75,659
250,4,23,104,4,10,6,25,2,1521,96.25,815
250,4,24,105,7,10,6,25,2,2467,100,971
250,4,25,106,9,25,7,10,1,4392,100,836
250,4,26,107,7,10,1,75,1,5798,26.25,600
250,4,27,108,7,40,6,90,2,2716,98.75,839
251,1,1,1,7,10,4,75,2,1845,100,2401
251,1,2,2,7,10,9,60,2,2231,90,1521
251,1,3,3,1,40,4,10,1,1263,72.5,1204
251,1,4,4,9,60,1,75,1,2342,100,1197
251,1,5,5,1,40,9,60,2,1389,83.75,1068
251,1,6,6,7,10,6,25,2,3234,73.75,905
251,1,7,7,1,40,3,90,2,848,100,1200
251,1,8,8,9,60,4,75,2,3945,91.25,1146
251,1,9,9,3,90,7,10,1,1121,98.75,1082
251,1,10,10,1,40,3,60,2,4134,91.25,1050
251,1,11,11,1,75,6,90,2,996,100,1379
251,1,12,12,9,60,4,10,1,1942,100,1034
251,1,13,13,3,90,7,40,1,3578,100,1498
251,1,14,14,1,75,7,10,1,1502,90,915
251,1,15,15,1,40,4,75,2,1559,100,1069
251,1,16,16,6,90,4,10,1,1142,93.75,783
251,1,17,17,4,75,9,60,2,2514,90,1060
251,1,18,18,1,75,4,10,1,1418,91.25,960
251,1,19,19,1,40,6,90,2,2130,100,1098
251,1,20,20,1,75,3,90,2,1686,95,1084
251,1,21,21,1,75,9,25,1,1136,96.25,1026
251,1,22,22,9,60,7,10,1,1115,100,1228
251,1,23,23,7,10,1,75,2,1475,98.75,941
251,1,24,24,4,75,6,90,2,1299,90,1217
251,1,25,25,7,40,9,25,1,1536,96.25,931
251,1,26,26,6,25,7,10,1,1574,76.25,877
251,1,27,27,1,40,9,25,1,3066,33.75,1642
251,2,1,28,1,75,3,60,2,1194,96.25,1352
251,2,2,29,3,60,7,40,1,2072,87.5,727
251,2,3,30,4,10,9,60,2,965,100,1384
251,2,4,31,3,60,4,75,2,1832,100,3460
251,2,5,32,4,10,7,40,2,1068,100,863
251,2,6,33,7,40,3,90,2,2163,96.25,871
251,2,7,34,7,40,3,60,2,1263,86.25,1171
251,2,8,35,6,90,1,40,1,1401,100,1028
251,2,9,36,6,90,4,75,1,2270,100,1082
251,2,10,37,7,40,1,75,1,1869,91.25,950
251,2,11,38,6,90,9,25,1,1694,86.25,700
251,2,12,39,3,90,9,25,1,2629,97.5,1184
251,2,13,40,9,25,3,60,2,2440,91.25,961
251,2,14,41,6,25,3,90,2,1478,90,940
251,2,15,42,1,75,9,60,2,1181,96.25,1001
251,2,16,43,9,60,3,90,1,2696,86.25,773
251,2,17,44,9,25,1,40,2,4153,87.5,1104
251,2,18,45,3,90,1,40,1,1561,100,872
251,2,19,46,6,90,9,60,1,2541,100,759
251,2,20,47,6,25,1,75,2,2401,78.75,1587
251,2,21,48,6,90,7,10,1,1431,100,1089
251,2,22,49,7,40,4,10,1,1745,77.5,821
251,2,23,50,9,25,4,75,2,2467,91.25,955
251,2,24,51,6,25,3,60,2,1183,82.5,833
251,2,25,52,9,60,7,40,1,2514,92.5,942
251,2,26,53,3,90,1,75,1,1724,100,1120
251,2,27,54,1,75,6,25,1,2456,87.5,1031
251,3,1,55,3,90,4,75,1,2464,85,1357
251,3,2,56,6,25,4,75,2,1518,93.75,885
251,3,3,57,4,10,1,75,2,1165,87.5,807
251,3,4,58,3,60,7,10,1,1057,85,895
251,3,5,59,4,10,6,25,2,907,87.5,1085
251,3,6,60,6,90,3,60,1,1350,88.75,711
251,3,7,61,3,60,6,25,1,1509,100,1116
251,3,8,62,4,75,3,90,2,2226,95,1160
251,3,9,63,4,10,6,90,2,1038,100,1108
251,3,10,64,7,40,6,25,1,1939,92.5,929
251,3,11,65,9,25,6,90,2,777,100,939
251,3,12,66,3,90,4,10,1,3341,93.75,848
251,3,13,67,6,25,4,10,1,962,87.5,694
251,3,14,68,6,90,7,40,1,2313,93.75,772
251,3,15,69,9,25,3,90,2,2430,92.5,967
251,3,16,70,3,60,4,10,1,1971,95,991
251,3,17,71,4,75,1,40,1,990,100,822
251,3,18,72,4,75,3,60,1,1245,100,922
251,3,19,73,9,25,1,75,2,1704,93.75,965
251,3,20,74,9,60,6,25,1,1804,98.75,881
251,3,21,75,7,40,6,90,2,809,96.25,1008
251,3,22,76,7,10,9,25,2,1371,87.5,1481
251,3,23,77,3,90,6,25,1,1510,93.75,1091
251,3,24,78,4,10,9,25,2,1063,86.25,818
251,3,25,79,3,60,1,75,1,2633,90,974
251,3,26,80,3,60,9,25,1,2292,78.75,634
251,3,27,81,9,60,1,40,1,1276,87.5,756
251,4,1,82,6,25,1,40,1,1786,73.75,1735
251,4,2,83,4,75,6,25,1,1698,86.25,568
251,4,3,84,4,75,7,40,1,1955,87.5,514
251,4,4,85,9,60,6,90,2,935,93.75,865
251,4,5,86,3,90,9,60,2,1338,90,911
251,4,6,87,6,90,1,75,1,1318,86.25,595
251,4,7,88,4,10,3,60,2,2158,86.25,711
251,4,8,89,4,75,9,25,1,2432,82.5,618
251,4,9,90,7,40,9,60,2,1119,100,1685
251,4,10,91,9,25,4,10,1,1686,97.5,1977
251,4,11,92,9,25,7,40,2,2440,96.25,905
251,4,12,93,3,60,6,90,2,1153,93.75,830
251,4,13,94,1,40,7,10,2,1147,86.25,1189
251,4,14,95,6,25,9,60,2,1222,93.75,920
251,4,15,96,7,10,1,40,2,2321,92.5,1118
251,4,16,97,7,40,4,75,2,2550,88.75,1248
251,4,17,98,4,10,1,40,2,4344,98.75,1415
251,4,18,99,4,75,7,10,1,1699,90,813
251,4,19,100,3,60,1,40,1,1383,85,969
251,4,20,101,9,25,7,10,1,1624,100,961
251,4,21,102,4,10,3,90,2,1345,97.5,806
251,4,22,103,7,10,3,60,2,1042,91.25,1089
251,4,23,104,7,10,6,90,2,1488,100,1432
251,4,24,105,1,75,7,40,2,1426,90,1317
251,4,25,106,7,10,3,90,2,1722,98.75,1045
251,4,26,107,1,40,6,25,2,1579,95,1090
251,4,27,108,6,25,7,40,2,1703,88.75,1114
252,1,1,1,1,40,6,90,2,1767,100,1215
252,1,2,2,3,60,4,10,1,2003,66.25,1134
252,1,3,3,9,25,3,60,2,2046,80,1963
252,1,4,4,3,60,7,40,1,3720,63.75,990
252,1,5,5,6,25,1,40,1,2239,78.75,1518
252,1,6,6,3,60,6,90,2,2293,100,1212
252,1,7,7,7,40,4,10,1,1753,100,1237
252,1,8,8,1,75,3,60,2,2989,68.75,918
252,1,9,9,1,40,6,25,2,2358,78.75,1215
252,1,10,10,4,75,7,10,1,1694,90,1663
252,1,11,11,9,25,4,75,2,2363,92.5,1661
252,1,12,12,9,25,7,10,1,1542,100,1229
